link,noc,job_title,salary
/12872/ca,NOC 9414,"Operator, Ram Press - Clay Products",21.0
/12873/ca,NOC 9414,"Auger Machine Operator, Drain Tiles - Clay Products",21.0
/12874/ca,NOC 9414,Drill Press Operator - Stone Products,21.0
/12875/ca,NOC 9414,Dry Pan Operator - Stone Products,21.0
/12876/ca,NOC 9414,Dry Plaster Mixer,21.0
/12877/ca,NOC 9414,Dry Press Operator - Clay Products,21.0
/12878/ca,NOC 9414,Dry Products Mixer - Stone Products,21.0
/12879/ca,NOC 9414,Drying Machine Tender - Clay Products,21.0
/12880/ca,NOC 9414,Electrolytic Cell Maker - Concrete Products,21.0
/12881/ca,NOC 9414,"Operator, Pebble Mill - Stone Products",21.0
/12882/ca,NOC 9414,"Engraver, Monuments - Stone Products",21.0
/12883/ca,NOC 9414,"Engraver, Stonework - Stone Products",21.0
/12884/ca,NOC 9414,"Extruder Operator - Concrete, Clay And Stone Products",21.0
/12885/ca,NOC 9414,"Finisher - Concrete, Clay And Stone Products",21.0
/12886/ca,NOC 9414,Fitting Lathe Operator - Concrete Products,21.0
/12887/ca,NOC 9414,Flowerpot Pressman/woman - Clay Products,21.0
/12888/ca,NOC 9414,"Former, Pottery And Porcelain - Clay Products",21.0
/12889/ca,NOC 9414,Gang Sawyer - Stone Products Manufacturing,21.0
/12890/ca,NOC 9414,Glaze Maker - Clay Products,21.0
/12891/ca,NOC 9414,Glost Kiln Operator - Clay Products,21.0
/12892/ca,NOC 9414,"Carver, Granite",21.0
/12893/ca,NOC 9414,Granite Cutter,21.0
/12894/ca,NOC 9414,"Granite Polisher, Hand",21.0
/12895/ca,NOC 9414,Granite Machine Polisher,21.0
/12896/ca,NOC 9414,"Driller, Greenware - Clay Products",21.0
/12897/ca,NOC 9414,"Finisher, Greenware - Clay Products",21.0
/12898/ca,NOC 9414,"Operator, Greenware Turner - Clay Products",21.0
/12899/ca,NOC 9414,"Grinder - Concrete, Clay And Stone Products",21.0
/12900/ca,NOC 9414,Grinding Stone Sharpener,21.0
/12901/ca,NOC 9414,"Dresser, Grinding Wheels",21.0
/12902/ca,NOC 9414,Gypsum Plasterboard Maker,21.0
/12903/ca,NOC 9414,"Hammer Mill Tender - Concrete, Clay And Stone Products",21.0
/12904/ca,NOC 9414,Hand Moulder - Clay Products,21.0
/12905/ca,NOC 9414,Hand Porcelain And Earthenware Presser - Clay Products,21.0
/12906/ca,NOC 9414,Hand Stonecutter,21.0
/12907/ca,NOC 9414,Hot Press Operator - Clay Products,21.0
/12908/ca,NOC 9414,Hydrogen Furnace Tender - Clay Products,21.0
/12909/ca,NOC 9414,Insulation Mat Machine Operator - Stone Products,21.0
/12910/ca,NOC 9414,Jigger Operator - Clay Products,21.0
/12911/ca,NOC 9414,"Joint Sawyer - Concrete, Clay And Stone Products",21.0
/12912/ca,NOC 9414,Jollier - Clay Products,21.0
/12913/ca,NOC 9414,Kiln Fireman/woman - Clay Products,21.0
/12914/ca,NOC 9414,"Kiln Operator, Tunnel - Clay Products",21.0
/12915/ca,NOC 9414,"Kiln Operator, Periodic - Clay Products",21.0
/12916/ca,NOC 9414,Lathe Operator - Concrete Products,21.0
/12917/ca,NOC 9414,Laundry Tub Moulder - Concrete Products,21.0
/12918/ca,NOC 9414,Lime Mixer Operator,21.0
/12919/ca,NOC 9414,Machine Marble Polisher - Stone Products,21.0
/12920/ca,NOC 9414,Clay Products Machine Operator,21.0
/12921/ca,NOC 9414,Concrete Products Machine Operator,21.0
/12922/ca,NOC 9414,"Operator, Stone Products Machine",21.0
/12923/ca,NOC 9414,"Stone Polisher, Machine",21.0
/12924/ca,NOC 9414,"Carver, Marble - Concrete, Clay And Stone Forming",21.0
/12925/ca,NOC 9414,Marble Cutter,21.0
/12926/ca,NOC 9414,Hand Marble Polisher,21.0
/12927/ca,NOC 9414,Mill Tender - Clay Products,21.0
/12928/ca,NOC 9414,"Cutter, Millstones - Stone Products",21.0
/12929/ca,NOC 9414,"Mixer - Concrete, Clay And Stone Products",21.0
/12930/ca,NOC 9414,"Mixer And Extruder, Modelling Clay",21.0
/12931/ca,NOC 9414,Concrete Mixer-caster,21.0
/12932/ca,NOC 9414,Mixer Operator - Concrete Products,21.0
/12933/ca,NOC 9414,"Mixing Machine Tender, Plasterboard",21.0
/12934/ca,NOC 9414,"Model Maker, Pottery",21.0
/12935/ca,NOC 9414,"Carver, Monuments - Stone Products",21.0
/12936/ca,NOC 9414,"Letterer, Monuments - Stone Products",21.0
/12937/ca,NOC 9414,"Mixer, Mortar",21.0
/12938/ca,NOC 9414,"Filler, Moulds - Clay Products",21.0
/12939/ca,NOC 9414,Mouldmaker - Clay Products,21.0
/12940/ca,NOC 9414,Concrete Products Moulder,21.0
/12941/ca,NOC 9414,"Moulder, Stone Products",21.0
/12942/ca,NOC 9414,"Moulder, Clay Products",21.0
/12943/ca,NOC 9414,Paving And Stone Block Maker - Concrete And Stone Products,21.0
/12944/ca,NOC 9414,"Finisher, Pipes - Clay Products",21.0
/12945/ca,NOC 9414,"Moulder, Pipe Fittings - Concrete Products",21.0
/12946/ca,NOC 9414,Pipe Junction Maker - Concrete Products,21.0
/12947/ca,NOC 9414,Pipe Tester - Concrete Products,21.0
/12948/ca,NOC 9414,"Operator, Planer - Stone Products",21.0
/12949/ca,NOC 9414,"Die Maker, Plaster",21.0
/12950/ca,NOC 9414,"Machine Operator, Plasterboard",21.0
/12951/ca,NOC 9414,Clay Products Polisher,21.0
/12952/ca,NOC 9414,Granite Products Polisher,21.0
/12953/ca,NOC 9414,"Polisher - Concrete, Clay And Stone Products",21.0
/12954/ca,NOC 9414,"Polisher, Pottery And Porcelain",21.0
/12955/ca,NOC 9414,"Operator, Portable Diamond Drill And Saw",21.0
/12956/ca,NOC 9414,Pottery And Porcelain Presser,21.0
/12957/ca,NOC 9414,Pottery And Porcelain Sagger Maker,21.0
/12958/ca,NOC 9414,Pottery And Porcelain Sander,21.0
/12959/ca,NOC 9414,"Caster, Pottery And Porcelain Ware",21.0
/12960/ca,NOC 9414,"Mouldmaker, Pottery",21.0
/12961/ca,NOC 9414,Pottery Trimmer,21.0
/12962/ca,NOC 9414,Precast Concrete Moulder,21.0
/12963/ca,NOC 9414,Precast Terrazzo Maker,21.0
/12964/ca,NOC 9414,"Operator, Pug Mill - Clay Products",21.0
/12965/ca,NOC 9414,Pulpstone Builder,21.0
/12966/ca,NOC 9414,Abrasive Wheel Maker,21.0
/12967/ca,NOC 9414,"Fabricator, Quartzware - Stone Products",21.0
/12968/ca,NOC 9414,"Mixer, Refractory Mortar",21.0
/12969/ca,NOC 9414,"Moulder, Refractory Tamp - Clay Products",21.0
/12970/ca,NOC 9414,"Operator, Ripsaw - Stone Products",21.0
/12971/ca,NOC 9414,"Operator, Rock Wool - Stone Products",21.0
/12972/ca,NOC 9414,"Moulder, Saggars - Clay Products",21.0
/12973/ca,NOC 9414,"Operator, Stonework Sandblast",21.0
/12974/ca,NOC 9414,"Caster, Scagliola - Stone Products",21.0
/12976/ca,NOC 9414,"Operator, Steam Tank - Stone Products",21.0
/12977/ca,NOC 9414,"Cutter, Stonework Stencils",21.0
/12978/ca,NOC 9414,"Beveller, Stones",21.0
/12979/ca,NOC 9414,Stone Driller,21.0
/12980/ca,NOC 9414,"Grinder Tender, Stones",21.0
/12981/ca,NOC 9414,"Layout Marker, Stones",21.0
/12982/ca,NOC 9414,Stone Planer,21.0
/12983/ca,NOC 9414,"Hand Polisher, Stones",21.0
/12984/ca,NOC 9414,"Sandblaster, Stones",21.0
/12985/ca,NOC 9414,"Sawyer, Stones - Stone Products",21.0
/12986/ca,NOC 9414,"Splitter Tender, Stone Slabs",21.0
/12987/ca,NOC 9414,Stonecutter - Stone Products,21.0
/12988/ca,NOC 9414,"Block Maker, Stonework",21.0
/12989/ca,NOC 9414,"Drill Press Operator, Stonework",21.0
/12990/ca,NOC 9414,"Operator, Stonework Saw",21.0
/12991/ca,NOC 9414,"Finisher, Surface Plates - Concrete, Clay And Stone Products",21.0
/12992/ca,NOC 9414,Kilnman/woman - Clay Products,21.0
/12993/ca,NOC 9414,Pottery And Porcelain Turner - Clay Products,21.0
/12994/ca,NOC 9414,"Ware Dresser - Concrete, Clay And Stone Products",21.0
/12995/ca,NOC 9414,"Operator, Wire Saw - Concrete, Clay And Stone Products",21.0
/12996/ca,NOC 9414,"Grinder, Pottery And Porcelain",21.0
/12997/ca,NOC 9414,Lime Mixer Tender,21.0
/12998/ca,NOC 9414,Cement Polisher,21.0
/12999/ca,NOC 9414,Concrete Saw Tender,21.0
/13000/ca,NOC 9414,"Cutter, Slate",21.0
/13001/ca,NOC 9414,Monument Stonecutter - Stone Products,21.0
/13002/ca,NOC 9414,"Cutter, Grave Markers - Stone Products",21.0
/13003/ca,NOC 9414,"Abrasive Wheel Grinder, Rubber",21.0
/13004/ca,NOC 9414,Brick Burner - Clay Products,21.0
/13005/ca,NOC 9414,"Baker, Bricks - Clay Products",21.0
/13006/ca,NOC 9414,Tile Maker - Clay Products,21.0
/13007/ca,NOC 9414,"Polisher, Stone Products",21.0
/13008/ca,NOC 9414,"Cement Pipe Shaper, Machine - Clay Products",21.0
/13009/ca,NOC 9414,"Builder, Insulators - Clay Products",21.0
/13010/ca,NOC 9414,Concrete Pole Maker - Concrete Products Manufacturing,21.0
/13011/ca,NOC 9414,Concrete Vault Maker,21.0
/13012/ca,NOC 9414,Decorated Products Kilnman/woman - Clay Products,21.0
/13013/ca,NOC 9414,"Decorator, Machine - Clay Products",21.0
/13014/ca,NOC 9414,Glazed Products Kilnman/woman - Clay Products,21.0
/13015/ca,NOC 9414,"Greenware Turner, Machine - Clay Products",21.0
/13016/ca,NOC 9414,"Hand Moulder, Clay Products",21.0
/13017/ca,NOC 9414,"Kilnman/woman, Tunnel - Clay Products",21.0
/13018/ca,NOC 9414,"Kilnman/woman, Periodic - Clay Products",21.0
/13019/ca,NOC 9414,"Forming Machine Operator - Concrete, Clay And Stone Products",21.0
/13020/ca,NOC 9414,"Machine Buffer, Stones",21.0
/13021/ca,NOC 9414,Precast Concrete Slab Maker,21.0
/13022/ca,NOC 9414,"Operator, Sandblast - Stone Products",21.0
/13023/ca,NOC 9414,"Cutter, Stencils - Stone Products",21.0
/13024/ca,NOC 9414,"Machine Splitter, Stones",21.0
/13025/ca,NOC 9414,Concrete Sawyer,21.0
/13026/ca,NOC 9414,Automatic Jigger Man/woman - Clay Products,21.0
/13027/ca,NOC 9414,Jiggerman/woman - Clay Products,21.0
/13028/ca,NOC 9414,Hand Presser - Clay Products,21.0
/13029/ca,NOC 9414,Abrasive Products Kiln Fireman/woman - Non-metallic Mineral Products,21.0
/13030/ca,NOC 9414,Tile Burner - Clay Products,21.0
/13031/ca,NOC 9414,Concrete Operator - Dry Cast,21.0
/13032/ca,NOC 9414,Concrete Operator - Wet Cast,21.0
/13033/ca,NOC 9414,Concrete Plant Operator,21.0
/13034/ca,NOC 9414,Crusher Operator - Stone Products,21.0
/13035/ca,NOC 9414,Stone Saw Operator,21.0
/13036/ca,NOC 9414,Slate-cutting And Slate-grinding Machine Tender,21.0
/13037/ca,NOC 9414,"Caster, Concrete Mixer",21.0
/13038/ca,NOC 9414,Concrete Mixer Operator - Concrete Manufacturing,21.0
/13039/ca,NOC 9415,Abrasive Wheel Tester,27.5
/13040/ca,NOC 9415,Anode Adjuster - Primary Metal Processing,27.5
/13041/ca,NOC 9415,Asbestos Classifier,27.5
/13042/ca,NOC 9415,Asbestos Fibre Inspector And Tester,27.5
/13043/ca,NOC 9415,Asbestos Grader,27.5
/13044/ca,NOC 9415,Asbestos Shingle Inspector,27.5
/13045/ca,NOC 9415,Brick And Tile Inspector,27.5
/13046/ca,NOC 9415,"Tester, Bricks And Tiles",27.5
/13047/ca,NOC 9415,Brick Grader,27.5
/13048/ca,NOC 9415,Castings Inspector - Foundry,27.5
/13049/ca,NOC 9415,Castings Tester - Primary Metal And Mineral Products Processing,27.5
/13050/ca,NOC 9415,Cell Tester - Primary Metal Processing,27.5
/13051/ca,NOC 9415,Cement Plant Inspector,27.5
/13052/ca,NOC 9415,Clay Products Grader,27.5
/13053/ca,NOC 9415,Coke Inspector - Primary Metal Processing,27.5
/13054/ca,NOC 9415,Coke Sampler And Tester - Primary Metal Processing,27.5
/13055/ca,NOC 9415,"Combustion Tester, Furnace - Primary Metal Processing",27.5
/13056/ca,NOC 9415,Concrete Products Inspector,27.5
/13057/ca,NOC 9415,Concrete Products Tester,27.5
/13058/ca,NOC 9415,Core Inspector - Foundry,27.5
/13059/ca,NOC 9415,Electrolytic Cell Tester - Primary Metal Processing,27.5
/13060/ca,NOC 9415,Fibreglass Tester,27.5
/13061/ca,NOC 9415,Finishing Inspector - Primary Metal And Mineral Products Processing,27.5
/13062/ca,NOC 9415,"Container Tester, Glass",27.5
/13063/ca,NOC 9415,Glass Inspector,27.5
/13064/ca,NOC 9415,"Grader, Stonework",27.5
/13065/ca,NOC 9415,Hardness Tester - Primary Metal Processing,27.5
/13066/ca,NOC 9415,Heat Treating Inspector - Metal Processing,27.5
/13067/ca,NOC 9415,Inspector - Primary Metal And Mineral Products Processing,27.5
/13068/ca,NOC 9415,Iron Pellet Hardness Tester - Metal Processing,27.5
/13069/ca,NOC 9415,Laminated Asbestos Products Inspector,27.5
/13070/ca,NOC 9415,Metal Tensile Strength Tester - Primary Metal Processing,27.5
/13071/ca,NOC 9415,Ingots Inspector - Primary Metal Processing,27.5
/13072/ca,NOC 9415,Metal Processing Inspector,27.5
/13073/ca,NOC 9415,Physical Tester - Steel Mill,27.5
/13074/ca,NOC 9415,Metal Strength Tester - Primary Metal Processing,27.5
/13075/ca,NOC 9415,Mineral Sampler - Mineral Products Processing,27.5
/13076/ca,NOC 9415,Molten Metal Sampler - Primary Metal Processing,27.5
/13077/ca,NOC 9415,Monument Inspector - Mineral Products Processing,27.5
/13078/ca,NOC 9415,Ore Sample Tester - Mineral Products Processing,27.5
/13079/ca,NOC 9415,Plasterboard Inspector - Mineral Products Processing,27.5
/13080/ca,NOC 9415,"Inspector, Pottery And Porcelain Ware",27.5
/13081/ca,NOC 9415,Glass Quality Control Inspector,27.5
/13082/ca,NOC 9415,Salvage Glass Inspector,27.5
/13083/ca,NOC 9415,Sample Tester - Primary Metal And Mineral Products Processing,27.5
/13084/ca,NOC 9415,Foundry Sand Tester,27.5
/13085/ca,NOC 9415,"Inspector, Steel Sheets - Primary Metal Processing",27.5
/13086/ca,NOC 9415,"Inspector, Steel - Primary Metal Processing",27.5
/13087/ca,NOC 9415,Steel Tester - Primary Metal Processing,27.5
/13088/ca,NOC 9415,"Inspector, Stones - Mineral Products Processing",27.5
/13089/ca,NOC 9415,Ore Sampler - Mineral Products Processing,27.5
/13090/ca,NOC 9415,Tester And Inspector - Primary Metal And Mineral Products Processing,27.5
/13091/ca,NOC 9415,Glass Tester,27.5
/13092/ca,NOC 9415,Clay Tile Grader - Mineral Products Processing,27.5
/13093/ca,NOC 9415,"Inspector And Grader, Tin Plates",27.5
/13094/ca,NOC 9415,"Evaluator, Uranium Ore",27.5
/13095/ca,NOC 9415,"Tester And Inspector, Wires - Primary Metal Processing",27.5
/13096/ca,NOC 9415,Sampler - Primary Metal And Mineral Products Processing,27.5
/13097/ca,NOC 9415,Inspector - Metal Processing,27.5
/13098/ca,NOC 9415,Sheet Steel Inspector - Primary Metal Processing,27.5
/13099/ca,NOC 9415,Abrasive And Clay Products Grader,27.5
/13100/ca,NOC 9415,Core Tester - Foundry,27.5
/13101/ca,NOC 9415,Quality Assurance Inspector - Steel Mill,27.5
/13102/ca,NOC 9415,Sheet And Plate Inspector - Steel Mill,27.5
/13103/ca,NOC 9415,Gravel Grader - Mineral Products Processing,27.5
/13104/ca,NOC 9415,"Inspectors, Wire Products",27.5
/13105/ca,NOC 9422,Arch Cushion Press Operator - Plastic Manufacturing,17.35
/13106/ca,NOC 9422,Bag Machine Operator,17.35
/13107/ca,NOC 9422,Cellophane Bag Maker - Plastic Manufacturing,17.35
/13108/ca,NOC 9422,Bakelite Mixer Operator - Plastic Manufacturing,17.35
/13109/ca,NOC 9422,Banbury Operator - Plastic Manufacturing,17.35
/13110/ca,NOC 9422,Blender Operator - Plastic Manufacturing,17.35
/13111/ca,NOC 9422,Blow Moulding Machine Operator - Plastic Manufacturing,17.35
/13112/ca,NOC 9422,Blow-moulding Process Operator - Plastic Manufacturing,17.35
/13113/ca,NOC 9422,Cake Press Operator - Plastic Manufacturing,17.35
/13114/ca,NOC 9422,Calender Operator - Plastic Manufacturing,17.35
/13115/ca,NOC 9422,"Calender Operator, Multi-roll - Plastic Manufacturing",17.35
/13116/ca,NOC 9422,Calender Wind-up Tender - Plastic Manufacturing,17.35
/13117/ca,NOC 9422,Calendering Machine Tender - Plastic Manufacturing,17.35
/13118/ca,NOC 9422,Caster - Plastic Manufacturing,17.35
/13119/ca,NOC 9422,Casting Room Operator - Plastic Manufacturing,17.35
/13120/ca,NOC 9422,Cellophane Bag Machine Operator - Plastic Manufacturing,17.35
/13121/ca,NOC 9422,Injection Operator - Plastic Manufacturing,17.35
/13122/ca,NOC 9422,Compression Moulder - Plastic Manufacturing,17.35
/13123/ca,NOC 9422,Encapsulator - Plastic Manufacturing,17.35
/13124/ca,NOC 9422,Extruder Operator - Plastic Manufacturing,17.35
/13125/ca,NOC 9422,Fibreglass Machine Operator - Plastic Manufacturing,17.35
/13126/ca,NOC 9422,Fibreglass Moulder,17.35
/13127/ca,NOC 9422,Fibreglass-spraying Machine Operator,17.35
/13128/ca,NOC 9422,Flatbed Press Operator - Plastic Manufacturing,17.35
/13129/ca,NOC 9422,Foam Plastic-producing Machine Operator,17.35
/13130/ca,NOC 9422,Grinder Operator - Plastic Manufacturing,17.35
/13131/ca,NOC 9422,"Tender, Heat-sealing Machine - Plastic Manufacturing",17.35
/13132/ca,NOC 9422,"Imprinting Machine Tender, Plastics",17.35
/13133/ca,NOC 9422,Injection Moulder Operator - Plastic Manufacturing,17.35
/13134/ca,NOC 9422,Injection Moulding Operator - Plastic Manufacturing,17.35
/13135/ca,NOC 9422,Injection Plastic Moulder,17.35
/13136/ca,NOC 9422,Laminating Machine Tender - Plastic Manufacturing,17.35
/13138/ca,NOC 9422,"Lead Operator, Injection-moulding Machine - Plastic Manufacturing",17.35
/13139/ca,NOC 9422,Linoleum Floor Tile Backer,17.35
/13140/ca,NOC 9422,Linoleum Floor Tile Calender Operator,17.35
/13141/ca,NOC 9422,Machine Operator - Plastics Processing,17.35
/13142/ca,NOC 9422,"Moulder, Plastic Mannequins - Plastic Manufacturing",17.35
/13143/ca,NOC 9422,Moulder Operator - Plastic Manufacturing,17.35
/13144/ca,NOC 9422,Multiple Extruder Operator - Plastic Manufacturing,17.35
/13145/ca,NOC 9422,Neoprene Sprayer Operator - Plastic Manufacturing,17.35
/13146/ca,NOC 9422,Plastic Bag Machine Operator,17.35
/13147/ca,NOC 9422,Plastic Centrifugal Caster,17.35
/13148/ca,NOC 9422,Plastic Coagulation Operator,17.35
/13149/ca,NOC 9422,"Coagulator, Plastics",17.35
/13150/ca,NOC 9422,"Compounder, Plastics",17.35
/13151/ca,NOC 9422,Plastic Extruder Operator,17.35
/13152/ca,NOC 9422,Plastic-fibre-extruding Machine Tender,17.35
/13153/ca,NOC 9422,Plastic-film Extrusion Machine Operator,17.35
/13154/ca,NOC 9422,Plastic Film Roll Inspector,17.35
/13155/ca,NOC 9422,"Operator, Plastic Footwear Moulder",17.35
/13156/ca,NOC 9422,Plastic Mixer Operator,17.35
/13157/ca,NOC 9422,"Mould Setter, Plastic",17.35
/13158/ca,NOC 9422,Plastic Pipe Production Worker,17.35
/13159/ca,NOC 9422,"Plastic Moulder, Compression",17.35
/13160/ca,NOC 9422,Plastic-spreading Machine Operator,17.35
/13161/ca,NOC 9422,Plasticator Operator,17.35
/13162/ca,NOC 9422,"Compounder, Plastics And Plastic Products",17.35
/13163/ca,NOC 9422,Plastics-blending Machine Tender,17.35
/13164/ca,NOC 9422,Plastics-moulding Machine Setter,17.35
/13165/ca,NOC 9422,Plastics Press Operator,17.35
/13166/ca,NOC 9422,Plastics-processing Machine Setter,17.35
/13167/ca,NOC 9422,Plastics Strainer Operator,17.35
/13168/ca,NOC 9422,Preform Machine Tender - Plastic Manufacturing,17.35
/13169/ca,NOC 9422,Pressure-sensitive Coater Operator - Plastic Manufacturing,17.35
/13170/ca,NOC 9422,"Moulder, Printing Rollers - Plastic Manufacturing",17.35
/13171/ca,NOC 9422,Plastic-pipe Production Machine Operator,17.35
/13172/ca,NOC 9422,Roll Operator - Plastic Manufacturing,17.35
/13173/ca,NOC 9422,Machine Set-up Operator - Plastic Manufacturing,17.35
/13174/ca,NOC 9422,Sheeter Operator - Plastic Manufacturing,17.35
/13175/ca,NOC 9422,Skin-former Machine Tender - Plastic Manufacturing,17.35
/13176/ca,NOC 9422,Slitter Operator - Plastic Manufacturing,17.35
/13177/ca,NOC 9422,Solution Mixer Operator - Plastic Manufacturing,17.35
/13178/ca,NOC 9422,Solvent Mixer Operator - Plastic Manufacturing,17.35
/13179/ca,NOC 9422,Gel Coat Sprayer Operator - Plastic Manufacturing,17.35
/13180/ca,NOC 9422,Synthetic Marble Production Worker,17.35
/13182/ca,NOC 9422,"Operator, Pipe Extrusion Machine - Plastic Manufacturing",17.35
/13183/ca,NOC 9422,Vaporizer - Plastic Manufacturing,17.35
/13184/ca,NOC 9422,Plastic Windshield Processor,17.35
/13185/ca,NOC 9422,Injection Moulder - Plastic Manufacturing,17.35
/13186/ca,NOC 9422,"Production Machine Operator, Plastic Bags",17.35
/13187/ca,NOC 9422,"Extruder Operator, Plastic Pipes",17.35
/13188/ca,NOC 9422,Plastics Processing Compounder,17.35
/13189/ca,NOC 9422,Plastics Moulder,17.35
/13190/ca,NOC 9422,Cellophane Making Worker - Plastic Manufacturing,17.35
/13191/ca,NOC 9422,Footwear Presser - Plastic Manufacturing,17.35
/13192/ca,NOC 9422,Plastics-moulding Machine Operator,17.35
/13193/ca,NOC 9422,Press Operator - Plastic Manufacturing,17.35
/13194/ca,NOC 9422,Machine Operator - Plastic Manufacturing,17.35
/13195/ca,NOC 9422,Plastics Machine Operator,17.35
/13196/ca,NOC 9422,Shredder Operator - Plastic Recycling,17.35
/13197/ca,NOC 9422,Wash Line Operator - Plastic Recycling,17.35
/13198/ca,NOC 9422,Mannequin Moulder - Plastic Manufacturing,17.35
/13199/ca,NOC 9423,Airbag And Tube Curer - Rubber Products Manufacturing,20.0
/13200/ca,NOC 9423,Airbag Builder - Rubber Products Manufacturing,20.0
/13201/ca,NOC 9423,Air Brake Hose Builder - Rubber Products Manufacturing,20.0
/13202/ca,NOC 9423,Aircraft Tire Tube Builder - Rubber Products Manufacturing,20.0
/13203/ca,NOC 9613,"Labourer, Petroleum Refinery",20.86
/13204/ca,NOC 9613,Landfill Scale Operator,20.86
/13205/ca,NOC 9613,Landfill Weigh Scale Attendant,20.86
/13206/ca,NOC 9613,Loader - Chemical Processing,20.86
/13207/ca,NOC 9613,Mill Charger - Chemical Processing,20.86
/13208/ca,NOC 9613,Oven Loader - Chemical Processing,20.86
/13209/ca,NOC 9613,Paint Pourer,20.86
/13210/ca,NOC 9613,Petroleum Process Operator Helper,20.86
/13211/ca,NOC 9613,Pigment Presser,20.86
/13212/ca,NOC 9613,Stationary Engineer Helper,20.86
/13213/ca,NOC 9613,Powerhouse Helper,20.86
/13214/ca,NOC 9613,Rack Loader,20.86
/13215/ca,NOC 9613,Refrigeration Plant Operator Helper,20.86
/13216/ca,NOC 9613,Retort Unloader,20.86
/13217/ca,NOC 9613,Sample Preparer - Chemical Processing,20.86
/13218/ca,NOC 9613,Sampler - Chemical Processing,20.86
/13219/ca,NOC 9613,Saturating Machine Feeder - Chemical Processing,20.86
/13220/ca,NOC 9613,Slug-press Feeder,20.86
/13221/ca,NOC 9613,Stove-bottom Worker,20.86
/13222/ca,NOC 9613,Stove-carriage Worker,20.86
/13223/ca,NOC 9613,"Helper, Substation Operator",20.86
/13224/ca,NOC 9613,Sulphuric Acid Plant Operator Helper,20.86
/13225/ca,NOC 9613,Temperature Regulator,20.86
/13226/ca,NOC 9613,Transformer Stockroom Attendant,20.86
/13227/ca,NOC 9613,Treater Helper - Chemical Processing,20.86
/13228/ca,NOC 9613,Varnish Maker Helper,20.86
/13229/ca,NOC 9613,Water Intake Tender,20.86
/13230/ca,NOC 9613,Water Intake Tender - Utilities,20.86
/13231/ca,NOC 9613,Waterworks Labourer,20.86
/13232/ca,NOC 9613,Wax Moulder,20.86
/13233/ca,NOC 9613,Labourer - Chemical Processing,20.86
/13234/ca,NOC 9614,Bag-making Machine Tender Helper,19.1
/13235/ca,NOC 9614,Barking Machine Cleaner - Wood Processing,19.1
/13236/ca,NOC 9614,Beater Helper - Pulp And Paper,19.1
/13237/ca,NOC 9614,Beater Operator Helper - Pulp And Paper,19.1
/13238/ca,NOC 9614,Bolt Loader - Sawmill,19.1
/13239/ca,NOC 9614,Broke Hustler - Pulp And Paper,19.1
/13240/ca,NOC 9614,Brown Stock Washer Helper - Pulp And Paper,19.1
/13241/ca,NOC 9614,Cant Loader - Wood Processing,19.1
/13242/ca,NOC 9614,Car Stacker - Wood Processing,19.1
/13243/ca,NOC 9614,Carton-forming Machine Feeder,19.1
/13244/ca,NOC 9614,Chip Storage Attendant - Wood Processing,19.1
/13245/ca,NOC 9614,Chain Conveyor Tender - Sawmill,19.1
/13246/ca,NOC 9614,Chain Conveyor Tender - Wood Processing,19.1
/13247/ca,NOC 9614,Chip Bin Attendant - Wood Processing,19.1
/13248/ca,NOC 9614,Chip Dump Operator - Wood Processing,19.1
/13249/ca,NOC 9614,Chip Silo Attendant - Wood Processing,19.1
/13250/ca,NOC 9614,Coating Machine Helper,19.1
/13251/ca,NOC 9614,Combiner Machine Helper,19.1
/13252/ca,NOC 9614,Conveyor Cleaner - Pulp And Paper,19.1
/13253/ca,NOC 9614,Corrugator-operator Helper,19.1
/13254/ca,NOC 9614,Cutter Helper - Pulp And Paper,19.1
/13255/ca,NOC 9614,Dry Chain Offbearer - Wood Processing,19.1
/13256/ca,NOC 9614,Dry Chainman/woman - Wood Processing,19.1
/13257/ca,NOC 9614,Feeder - Wood Processing,19.1
/13258/ca,NOC 9614,Fifth Hand - Pulp And Paper,19.1
/13259/ca,NOC 9614,Green Wood Chainman/woman - Wood Processing,19.1
/13260/ca,NOC 9614,Green Sorter - Wood Processing,19.1
/13261/ca,NOC 9614,Greensaw Offbearer - Wood Processing,19.1
/13262/ca,NOC 9614,Grinder Feeder - Pulp And Paper,19.1
/13263/ca,NOC 9614,Hand Bundler - Wood Processing,19.1
/13264/ca,NOC 9614,Hog Machine Tender - Wood Processing,19.1
/13265/ca,NOC 9614,Hot Plate Press Tender Helper,19.1
/13266/ca,NOC 9614,Jack Ladder Tender,19.1
/13267/ca,NOC 9614,"Labourer, Paper Converting",19.1
/13268/ca,NOC 9614,Labourer - Pulp And Paper,19.1
/13269/ca,NOC 9614,Labourer - Wood Processing,19.1
/13270/ca,NOC 9614,"Labourer, Plywood And Veneer Plant",19.1
/13271/ca,NOC 9614,"Labourer, Sawmill",19.1
/13272/ca,NOC 9614,"Labourer, Wood-preserving Plant",19.1
/13273/ca,NOC 9614,Leverman/woman - Wood Processing,19.1
/13274/ca,NOC 9614,"Helper, Lime Kiln - Pulp And Paper",19.1
/13275/ca,NOC 9614,Log Deck Tender,19.1
/13276/ca,NOC 9614,"Log Peeler, Hand",19.1
/13277/ca,NOC 9614,Log Transfer Tender,19.1
/13278/ca,NOC 9614,Lumber Feeder - Wood Processing,19.1
/13279/ca,NOC 9614,Lumber Handler - Wood Processing,19.1
