job_group,noc,description,duties,job_group_processed,description_processed,duties_processed,duties_and_desc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,highest_topic1,highest_topic2,highest_topic3
Landscaping and grounds maintenance labourers,NOC 8612,"Landscaping and grounds maintenance labourers perform work to assist in the construction of landscapes and related structures, and to maintain lawns, gardens, athletic fields, golf courses, cemeteries, parks, landscaped interiors and other landscaped areas. They are employed by landscaping and lawn care companies, golf courses, cemeteries, and landscaping operations of public works departments and private establishments.","['Spread top soil, lay sod, plant flowers, grass, shrubs and trees and perform other duties to assist with the construction of a landscape and related structures', 'Cut grass, rake, aerate, dethatch, fertilize and water lawns, weed gardens, prune shrubs and trees and perform other maintenance duties as directed by supervisor', 'Maintain lawns and grass along roadsides', 'Operate and maintain power mowers, tractors, chain saws, electric clippers, sod cutters, pruning saws, snowblowers and other landscape maintenance equipment', 'Spray and dust trees, shrubs, lawns and gardens, as directed, to control insects and disease', 'Perform other manual duties to clean and maintain landscaped environments.']",landscaping ground maintenance labourer,landscaping ground maintenance labourer perform assist construction landscape structure maintain lawn garden athletic field golf course cemetery park landscaped interior landscaped area landscaping lawn care golf course cemetery landscaping operation public department private establishment,spread top soil lay sod plant flower grass shrub tree perform duty assist construction landscape structure cut grass rake aerate dethatch fertilize water lawn weed garden prune shrub tree perform maintenance duty directed supervisor maintain lawn grass along roadside operate maintain power mower tractor chain saw electric clipper sod cutter pruning saw snowblowers landscape maintenance equipment spray dust tree shrub lawn garden directed control insect disease perform manual duty clean maintain landscaped environment,landscaping ground maintenance labourer perform assist construction landscape structure maintain lawn garden athletic field golf course cemetery park landscaped interior landscaped area landscaping lawn care golf course cemetery landscaping operation public department private establishment spread top soil lay sod plant flower grass shrub tree perform duty assist construction landscape structure cut grass rake aerate dethatch fertilize water lawn weed garden prune shrub tree perform maintenance duty directed supervisor maintain lawn grass along roadside operate maintain power mower tractor chain saw electric clipper sod cutter pruning saw snowblowers landscape maintenance equipment spray dust tree shrub lawn garden directed control insect disease perform manual duty clean maintain landscaped environment,0.00619290946486976,0.0,0.011299214909852176,0.0,0.0251872506623189,0.0,0.0,0.0,0.032723043214455745,0.017906437169012957,0.0,0.0,0.0,0.0,0.0,0.026458605754850265,0.012350608143297121,0.013851485840302082,0.0023457613306079707,0.0,0.0,0.0,0.0,0.015262721968031323,0.8364219615424017,Topic 25,Topic 9,Topic 16
Aquaculture and marine harvest labourers,NOC 8613,"Aquaculture and marine harvest labourers include aquaculture support workers, marine plant gatherers, shellfish diggers and other labourers in aquaculture and fishing. Aquaculture support workers are employed by public or private fish hatcheries and commercial aquatic farms. Marine plant gatherers and mollusk harvesters may be self-employed.","['Aquaculture support workers', 'Assist aquaculture technicians in the operation of fish hatcheries or other aquatic farms', 'Feed aquaculture stocks, vaccinate stocks, perform culling and marking or banding techniques and report any observed irregularities in stocks', 'Operate, maintain and clean pumps, filters, tanks and other aquaculture equipment and clean and maintain aquaculture enclosures', 'Keep daily records of water flow and fish, shellfish and marine plant samples', 'Grade and weigh aquaculture stocks', 'Prepare aquaculture stocks for market', 'May operate boats for aquaculture operations.', 'Marine plant gatherers', 'Rake seaweed, dulse or Irish moss from beach, rocks or shallow water and load into a cart, wagon or other receptacles', 'Spread gatherings to dry and remove foreign objects', 'Transport gatherings to processing plant.', 'Mollusk harvesters', 'Dig clams from beds with spades, forks or other instruments, or collect other mollusks', 'Clean, sort and transport mollusks to market.']",aquaculture marine harvest labourer,aquaculture marine harvest labourer include aquaculture support marine plant gatherer shellfish digger labourer aquaculture fishing aquaculture support public private fish hatchery commercial aquatic farm marine plant gatherer mollusk harvester self,aquaculture support assist aquaculture technician operation fish hatchery aquatic farm feed aquaculture stock vaccinate stock perform culling marking banding technique report observed irregularity stock operate maintain clean pump filter tank aquaculture equipment clean maintain aquaculture enclosure keep daily record water flow fish shellfish marine plant sample grade weigh aquaculture stock prepare aquaculture stock market operate boat aquaculture operation marine plant gatherer rake seaweed dulse irish moss beach rock shallow water load cart wagon receptacle spread gathering dry remove foreign object transport gathering processing plant mollusk harvester dig clam bed spade fork instrument collect mollusk clean sort transport mollusk market,aquaculture marine harvest labourer include aquaculture support marine plant gatherer shellfish digger labourer aquaculture fishing aquaculture support public private fish hatchery commercial aquatic farm marine plant gatherer mollusk harvester self aquaculture support assist aquaculture technician operation fish hatchery aquatic farm feed aquaculture stock vaccinate stock perform culling marking banding technique report observed irregularity stock operate maintain clean pump filter tank aquaculture equipment clean maintain aquaculture enclosure keep daily record water flow fish shellfish marine plant sample grade weigh aquaculture stock prepare aquaculture stock market operate boat aquaculture operation marine plant gatherer rake seaweed dulse irish moss beach rock shallow water load cart wagon receptacle spread gathering dry remove foreign object transport gathering processing plant mollusk harvester dig clam bed spade fork instrument collect mollusk clean sort transport mollusk market,0.0,0.0,0.0,0.0,0.0,0.022198641358787508,0.0,0.14134749148912518,0.0,0.028991790887263474,0.0,0.0,0.003289736685790722,0.0,0.0,0.0,0.3337861995223217,0.0,0.0,0.4041867541563409,0.0,0.0,0.0,0.0,0.06619938590037044,Topic 20,Topic 17,Topic 8
Mine labourers,NOC 8614,"Mine labourers carry out a variety of general labouring duties to assist in the extraction of coal, minerals and ore, and in other services in support of underground mining. They are employed by coal, metal and non-metallic mineral mines.","['Assist other mine workers in maintaining or constructing underground installations', 'Clean underground rooms, roadways, working areas and mining equipment and conveyances using hand tools', 'Load, move, sort and pile materials and supplies', 'Clear spills of ore or coal using hand and power tools', 'May cut core and prepare core sample boxes in support of mine exploration', 'Assist other workers in prospecting for mineral deposits and perform various tasks related to general geophysical surveys.']",mine labourer,mine labourer carry variety general labouring duty assist extraction coal mineral ore service support underground mining coal metal non metallic mineral mine,assist mine maintaining constructing underground installation clean underground room roadway working area mining equipment conveyance using hand tool load move sort pile material supply clear spill ore coal using hand power tool cut core prepare core sample box support mine exploration assist prospecting mineral deposit perform various task general geophysical survey,mine labourer carry variety general labouring duty assist extraction coal mineral ore service support underground mining coal metal non metallic mineral mine assist mine maintaining constructing underground installation clean underground room roadway working area mining equipment conveyance using hand tool load move sort pile material supply clear spill ore coal using hand power tool cut core prepare core sample box support mine exploration assist prospecting mineral deposit perform various task general geophysical survey,0.0,0.0,0.0,0.33356683069298904,0.0059678595292304995,0.0003908263658143271,0.0,0.08011058581697428,0.12480689186664057,0.1435677552167845,0.011965141797727959,0.0,0.18283742536484135,0.0005161417898550513,0.02759808773374196,0.0,0.05003767745962603,0.011915860349082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0267189160166922,Topic 4,Topic 13,Topic 10
"Oil and gas drilling, servicing and related labourers",NOC 8615,"Oil and gas drilling, servicing and related labourers carry out a variety of general labouring duties and operate equipment to assist in the drilling and servicing of oil and gas wells. This unit group also includes labourers who assist in geophysical prospecting for oil and gas. They are employed by drilling and well servicing contractors and by petroleum producing companies.","['Manipulate sections of pipe or drill stem at the rig floor during drilling and during the removal and replacement of strings of pipe or drill stem and drill bit', 'Maintain drilling equipment on the drill floor', 'Handle, sort and move drill tools, pipe, cement and other materials', 'Clean up rig areas', 'Assist in setting up, taking down and transporting drilling and service rigs and service equipment', 'May drive trucks to transport materials and well service equipment.']",oil gas drilling servicing labourer,oil gas drilling servicing labourer carry variety general labouring duty operate equipment assist drilling servicing oil gas well unit group also includes labourer assist geophysical prospecting oil gas drilling well servicing contractor petroleum producing,manipulate section pipe drill stem rig floor drilling removal replacement string pipe drill stem drill bit maintain drilling equipment drill floor handle sort move drill tool pipe cement material clean rig area assist setting taking transporting drilling service rig service equipment drive truck transport material well service equipment,oil gas drilling servicing labourer carry variety general labouring duty operate equipment assist drilling servicing oil gas well unit group also includes labourer assist geophysical prospecting oil gas drilling well servicing contractor petroleum producing manipulate section pipe drill stem rig floor drilling removal replacement string pipe drill stem drill bit maintain drilling equipment drill floor handle sort move drill tool pipe cement material clean rig area assist setting taking transporting drilling service rig service equipment drive truck transport material well service equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06534859382209993,0.0,0.0,0.895580675621374,0.0,0.0,0.01910721133167806,0.016138852803624936,0.00382466642122294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Topic 13,Topic 10,Topic 16
Logging and forestry labourers,NOC 8616,"Logging and forestry labourers perform a variety of manual tasks such as attaching choker cables to logs, planting trees, clearing brush, spraying chemicals, cleaning up landing areas and assisting other workers in woodlands operations. They are employed by logging companies and contractors.","['Assist other workers at logging sites', 'Attach chokers or cables to felled trees for yarding', 'Plant trees using manual tools', 'Spray herbicides from the ground using manual spraying equipment', 'Clear trails through woodlands using chain saws', 'Clean up landing areas at logging sites.']",logging forestry labourer,logging forestry labourer perform variety manual task attaching choker cable log planting tree clearing brush spraying chemical cleaning landing area assisting woodland operation logging contractor,assist logging site attach choker cable felled tree yarding plant tree using manual tool spray herbicide ground using manual spraying equipment clear trail woodland using chain saw clean landing area logging site,logging forestry labourer perform variety manual task attaching choker cable log planting tree clearing brush spraying chemical cleaning landing area assisting woodland operation logging contractor assist logging site attach choker cable felled tree yarding plant tree using manual tool spray herbicide ground using manual spraying equipment clear trail woodland using chain saw clean landing area logging site,0.0,0.0,0.0,0.00541209916806011,0.0,0.0,0.0,0.004489941616184408,0.0,0.0,0.0,0.0,0.023959371725496316,0.0,0.0,0.03247575226783241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9336628352224268,Topic 25,Topic 16,Topic 13
"Supervisors, mineral and metal processing",NOC 9211,"Supervisors in mineral and metal processing supervise and co-ordinate the activities of workers engaged in mineral and metal processing and manufacturing. They are employed in mineral ore and metal processing plants such as copper, lead and zinc refineries, uranium processing plants, steel mills, aluminum plants, precious metal refineries, cement processing plants, clay, glass and stone processing plants and foundries.","['Supervise, co-ordinate and schedule the activities of workers engaged in the following duties: operating single or multi-function mineral and metal processing machinery and equipment; operating mouldmaking and coremaking machines or manually make moulds and cores; operating glass process control, forming and finishing machines; operating concrete, clay and stone forming and finishing machines; and operating cement process control machines and equipment', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Requisition materials and supplies', 'Resolve work problems and recommend work measures to improve productivity and product quality', 'Train staff in job duties, safety procedures and company policies', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports', 'May set up machines and equipment.']",supervisor mineral metal processing,supervisor mineral metal processing supervise co ordinate activity engaged mineral metal processing manufacturing mineral ore metal processing plant copper lead zinc refinery uranium processing plant steel mill aluminum plant precious metal refinery cement processing plant clay glass stone processing plant foundry,supervise co ordinate schedule activity engaged following duty operating single multi function mineral metal processing machinery equipment operating mouldmaking coremaking machine manually make mould core operating glass process control forming finishing machine operating concrete clay stone forming finishing machine operating cement process control machine equipment establish method meet schedule co ordinate activity department requisition material supply resolve problem recommend measure improve productivity product quality train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,supervisor mineral metal processing supervise co ordinate activity engaged mineral metal processing manufacturing mineral ore metal processing plant copper lead zinc refinery uranium processing plant steel mill aluminum plant precious metal refinery cement processing plant clay glass stone processing plant foundry supervise co ordinate schedule activity engaged following duty operating single multi function mineral metal processing machinery equipment operating mouldmaking coremaking machine manually make mould core operating glass process control forming finishing machine operating concrete clay stone forming finishing machine operating cement process control machine equipment establish method meet schedule co ordinate activity department requisition material supply resolve problem recommend measure improve productivity product quality train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,0.2717166905226568,0.0,0.0,0.28813815317826275,0.0,0.0,0.0,0.44014515629908046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Topic 8,Topic 4,Topic 1
"Supervisors, petroleum, gas and chemical processing and utilities",NOC 9212,"Supervisors in petroleum, gas and chemical processing and utilities supervise and co-ordinate the activities of workers in the following unit groups: Petroleum, gas and chemical process operators (9232), Power engineers and power systems operators (9241), Water and waste treatment plant operators (9243), Chemical plant machine operators (9421) and Labourers in chemical products processing and utilities (9613). They are employed by petroleum and natural gas processing, pipeline and petrochemical companies, chemical and pharmaceutical companies, electric power utilities, water and waste treatment utilities and in a range of other industries and institutions.","['Supervise, co-ordinate and schedule the activities of workers who operate petroleum refineries, chemical plants, water and waste treatment plants and equipment, pipelines, heating plants and power stations and systems', 'Identify, investigate, correct and document potential environmental and safety problems', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Provide information for maintenance plans to ensure that maintenance and production objectives are met', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policy', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports and develop and manage operating budget for area of responsibility', 'May also supervise, co-ordinate and schedule the activities of trades workers, labourers or other workers.']",supervisor petroleum gas chemical processing utility,supervisor petroleum gas chemical processing utility supervise co ordinate activity following unit group petroleum gas chemical process operator power engineer power system operator water waste treatment plant operator chemical plant machine operator labourer chemical product processing utility petroleum natural gas processing pipeline petrochemical chemical pharmaceutical electric power utility water waste treatment utility range industry institution,supervise co ordinate schedule activity operate petroleum refinery chemical plant water waste treatment plant equipment pipeline heating plant power station system identify investigate correct document potential environmental safety problem establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality provide information maintenance plan ensure maintenance production objective met requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report develop manage operating budget area responsibility also supervise co ordinate schedule activity trade labourer,supervisor petroleum gas chemical processing utility supervise co ordinate activity following unit group petroleum gas chemical process operator power engineer power system operator water waste treatment plant operator chemical plant machine operator labourer chemical product processing utility petroleum natural gas processing pipeline petrochemical chemical pharmaceutical electric power utility water waste treatment utility range industry institution supervise co ordinate schedule activity operate petroleum refinery chemical plant water waste treatment plant equipment pipeline heating plant power station system identify investigate correct document potential environmental safety problem establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality provide information maintenance plan ensure maintenance production objective met requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report develop manage operating budget area responsibility also supervise co ordinate schedule activity trade labourer,0.3526359281898322,0.010678838577294106,5.879730020189888e-05,0.0,0.0055946170555180655,0.0,0.013067694795880469,0.402668462528642,0.01934740276883819,0.0,0.0,0.0,0.15649442471555472,0.0013510229102420522,0.0,0.0,0.0,0.0,0.019655837463828943,0.0,0.0,0.0,0.0,0.0,0.0184469736941675,Topic 8,Topic 1,Topic 13
"Supervisors, food and beverage processing",NOC 9213,"Supervisors in food and beverage processing supervise and co-ordinate the activities of workers who operate processing and packaging machines, and workers who grade food and beverage products. They are employed in fruit and vegetable processing plants, dairies, flour mills, bakeries, sugar refineries, fish plants, meat plants, breweries and other food and beverage processing establishments.","['Supervise, co-ordinate and schedule the activities of workers who process, package, test and grade food and beverage products', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policy', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports.', 'Hazard analysis critical control point (HACCP) co-ordinators identify, evaluate, control and prevent hazards at all stages of the food production process.']",supervisor food beverage processing,supervisor food beverage processing supervise co ordinate activity operate processing packaging machine grade food beverage product fruit vegetable processing plant dairy flour mill bakery sugar refinery fish plant meat plant brewery food beverage processing establishment,supervise co ordinate schedule activity process package test grade food beverage product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report hazard analysis critical control point haccp co ordinators identify evaluate control prevent hazard stage food production process,supervisor food beverage processing supervise co ordinate activity operate processing packaging machine grade food beverage product fruit vegetable processing plant dairy flour mill bakery sugar refinery fish plant meat plant brewery food beverage processing establishment supervise co ordinate schedule activity process package test grade food beverage product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report hazard analysis critical control point haccp co ordinators identify evaluate control prevent hazard stage food production process,0.2981368805815284,0.0,0.0,0.0,0.0,0.0,0.0,0.25678257507386376,0.0,0.0,0.41797741347421236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017658392630119975,0.009444738240275518,0.0,0.0,0.0,0.0,Topic 11,Topic 1,Topic 8
"Supervisors, plastic and rubber products manufacturing",NOC 9214,"Supervisors in plastic and rubber products manufacturing supervise and co-ordinate the activities of workers who operate processing machines and who fabricate, assemble and inspect rubber or plastic products. They are employed by rubber and plastic products manufacturing companies and in plastic parts divisions of other manufacturing companies.","['Supervise, co-ordinate and schedule the activities of production workers who operate processing machines and who fabricate, assemble, finish or inspect plastic or rubber parts and products', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policies', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports', 'May set up machines and equipment.']",supervisor plastic rubber product manufacturing,supervisor plastic rubber product manufacturing supervise co ordinate activity operate processing machine fabricate assemble inspect rubber plastic product rubber plastic product manufacturing plastic part division manufacturing,supervise co ordinate schedule activity production operate processing machine fabricate assemble finish inspect plastic rubber part product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,supervisor plastic rubber product manufacturing supervise co ordinate activity operate processing machine fabricate assemble inspect rubber plastic product rubber plastic product manufacturing plastic part division manufacturing supervise co ordinate schedule activity production operate processing machine fabricate assemble finish inspect plastic rubber part product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,0.4695349195575345,6.232524805181125e-05,0.0,0.0,0.0,0.0,0.0,0.043488349934600386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48691440525981344,0.0,0.0,0.0,0.0,Topic 21,Topic 1,Topic 8
"Supervisors, forest products processing",NOC 9215,"Supervisors in forest products processing supervise and co-ordinate the activities of workers engaged in pulp and paper production and wood processing and manufacturing. They are employed by pulp and paper companies, paper converting companies, sawmills, planing mills, wood treatment plants, waferboard plants and other wood processing companies.","['Supervise, co-ordinate and schedule the activities of workers who operate pulp and paper mills, paper converting mills, sawmills, planing mills, plywood, waferboard and other wood and paper products mills', 'Ensure that systems and equipment are operating efficiently and that proper maintenance and repairs are performed', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policies', 'Recommend personnel actions such as hirings and promotions and administer the collective agreement', 'Prepare production and other reports', 'Monitor safety conditions', 'May set up machines and equipment.']",supervisor forest product processing,supervisor forest product processing supervise co ordinate activity engaged pulp paper production wood processing manufacturing pulp paper paper converting sawmill planing mill wood treatment plant waferboard plant wood processing,supervise co ordinate schedule activity operate pulp paper mill paper converting mill sawmill planing mill plywood waferboard wood paper product mill ensure system equipment operating efficiently proper maintenance repair performed establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion administer collective agreement prepare production report monitor safety condition set machine equipment,supervisor forest product processing supervise co ordinate activity engaged pulp paper production wood processing manufacturing pulp paper paper converting sawmill planing mill wood treatment plant waferboard plant wood processing supervise co ordinate schedule activity operate pulp paper mill paper converting mill sawmill planing mill plywood waferboard wood paper product mill ensure system equipment operating efficiently proper maintenance repair performed establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion administer collective agreement prepare production report monitor safety condition set machine equipment,0.39803894791997685,0.0,0.0,0.0,0.0,0.0,0.0,0.43845756299445643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15624550685649347,0.0,0.0,0.0,0.0,0.00725798222907334,0.0,0.0,0.0,0.0,Topic 8,Topic 1,Topic 16
"Supervisors, textile, fabric, fur and leather products processing and manufacturing",NOC 9217,"Supervisors in textile, fabric, fur and leather products processing and manufacturing supervise and co-ordinate the activities of workers engaged in textile, fabric, fur and leather products processing and manufacturing. They are employed by textile manufacturing companies, tanneries and other manufacturers of fabric, fur and leather products.","['Supervise, co-ordinate and schedule the activities of production workers who operate machines to process natural, synthetic and hybrid textile fibre, yarn and thread; bleach, dye and finish textiles; operate manufacturing machines to cut, stitch and produce fabric, fur or leather garments and other products; and inspect textile products', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policies', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports', 'May set up machines and equipment.']",supervisor textile fabric fur leather product processing manufacturing,supervisor textile fabric fur leather product processing manufacturing supervise co ordinate activity engaged textile fabric fur leather product processing manufacturing textile manufacturing tannery manufacturer fabric fur leather product,supervise co ordinate schedule activity production operate machine process natural synthetic hybrid textile fibre yarn thread bleach dye finish textile operate manufacturing machine cut stitch produce fabric fur leather garment product inspect textile product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,supervisor textile fabric fur leather product processing manufacturing supervise co ordinate activity engaged textile fabric fur leather product processing manufacturing textile manufacturing tannery manufacturer fabric fur leather product supervise co ordinate schedule activity production operate machine process natural synthetic hybrid textile fibre yarn thread bleach dye finish textile operate manufacturing machine cut stitch produce fabric fur leather garment product inspect textile product establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,0.326784443057417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732155569425831,0.0,0.0,0.0,0.0,Topic 21,Topic 1,Topic 2
"Supervisors, motor vehicle assembling",NOC 9221,"Supervisors in motor vehicle assembling supervise and co-ordinate the activities of workers in motor vehicle production departments. They are employed in plants which manufacture automobiles, vans and light trucks.","['Supervise, co-ordinate and schedule the activities of workers in motor vehicle manufacturing production departments such as body shop, chassis, paint, trim and hardware and final assembly', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend measures to improve productivity and product quality', 'Train staff in job duties, safety procedures and company policies', 'Requisition materials and supplies', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports.']",supervisor motor vehicle assembling,supervisor motor vehicle assembling supervise co ordinate activity motor vehicle production department plant manufacture automobile van light truck,supervise co ordinate schedule activity motor vehicle manufacturing production department body shop chassis paint trim hardware final assembly establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality train staff job duty safety procedure policy requisition material supply recommend personnel action hirings promotion prepare production report,supervisor motor vehicle assembling supervise co ordinate activity motor vehicle production department plant manufacture automobile van light truck supervise co ordinate schedule activity motor vehicle manufacturing production department body shop chassis paint trim hardware final assembly establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity product quality train staff job duty safety procedure policy requisition material supply recommend personnel action hirings promotion prepare production report,0.7034305681466193,0.00898082879362256,0.02249690148522778,0.0,0.0,0.0,0.0,0.026732577320653504,0.0,0.1000680615713053,0.0,0.03874971964181442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184697105410442,0.0025160012800002113,0.07855563121971276,0.0,0.0,Topic 1,Topic 10,Topic 23
"Supervisors, electronics manufacturing",NOC 9222,"Supervisors in electronics manufacturing supervise and co-ordinate the activities of workers who assemble, fabricate, test, repair and inspect electronic parts, components and systems. They are employed in electronics manufacturing plants.","['Supervise, co-ordinate and schedule the activities of workers who assemble, fabricate, inspect and test electronic and electromechanical assemblies, subassemblies, parts and components', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend work measures to improve productivity', 'Requisition materials and supplies', 'Train workers in job duties, safety procedures and company policies and recommend personnel actions such as hirings and promotions', 'Ensure safety rules and regulations are followed', 'Prepare production and other reports', 'May set up machines and equipment', 'Supervise, co-ordinate and schedule the activities of related helpers and labourers.']",supervisor electronics manufacturing,supervisor electronics manufacturing supervise co ordinate activity assemble fabricate test repair inspect electronic part component system electronics manufacturing plant,supervise co ordinate schedule activity assemble fabricate inspect test electronic electromechanical assembly subassemblies part component establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity requisition material supply train job duty safety procedure policy recommend personnel action hirings promotion ensure safety rule regulation followed prepare production report set machine equipment supervise co ordinate schedule activity helper labourer,supervisor electronics manufacturing supervise co ordinate activity assemble fabricate test repair inspect electronic part component system electronics manufacturing plant supervise co ordinate schedule activity assemble fabricate inspect test electronic electromechanical assembly subassemblies part component establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity requisition material supply train job duty safety procedure policy recommend personnel action hirings promotion ensure safety rule regulation followed prepare production report set machine equipment supervise co ordinate schedule activity helper labourer,0.6727483237530483,0.0,0.17496679761869882,0.009992886138964496,0.0,0.0,0.0,0.0028359375999968896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06664029934670494,0.0,0.07252074945661656,0.0002950060859701116,0.0,Topic 1,Topic 3,Topic 23
"Supervisors, electrical products manufacturing",NOC 9223,"Supervisors in electrical products manufacturing supervise and co-ordinate the activities of workers who assemble, fabricate and inspect electrical components, appliances, motors and industrial equipment. They are employed by companies that manufacture electrical products.","['Supervise, co-ordinate and schedule the activities of workers who assemble, fabricate and inspect various types of electrical apparatus and equipment such as electrical appliances, batteries, electric motors, transformers and generators and electrical switchgear and control equipment', 'Establish methods to meet work schedules and co-ordinate work activities with other departments', 'Resolve work problems and recommend work measures to improve productivity', 'Requisition materials and supplies', 'Train staff in job duties, safety procedures and company policies', 'Recommend personnel actions such as hirings and promotions', 'Prepare production and other reports', 'May set up machines and equipment.']",supervisor electrical product manufacturing,supervisor electrical product manufacturing supervise co ordinate activity assemble fabricate inspect electrical component appliance motor industrial equipment manufacture electrical product,supervise co ordinate schedule activity assemble fabricate inspect various type electrical apparatus equipment electrical appliance battery electric motor transformer generator electrical switchgear control equipment establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,supervisor electrical product manufacturing supervise co ordinate activity assemble fabricate inspect electrical component appliance motor industrial equipment manufacture electrical product supervise co ordinate schedule activity assemble fabricate inspect various type electrical apparatus equipment electrical appliance battery electric motor transformer generator electrical switchgear control equipment establish method meet schedule co ordinate activity department resolve problem recommend measure improve productivity requisition material supply train staff job duty safety procedure policy recommend personnel action hirings promotion prepare production report set machine equipment,0.4939342061598625,0.0,0.4452681226583531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060797671181784266,0.0,0.0,0.0,0.0,Topic 1,Topic 3,Topic 21
