degree,education_groups,top_jobs,job_percent,top_job_links,link
College/CEGEP,Vehicle Maintenance and Repair Technologies,Retail and wholesale trade managers,1.85,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,Vehicle Maintenance and Repair Technologies,Heavy-duty equipment mechanics,1.77,/marketreport/summary-occupation/7480/ca,/7480/ca
College/CEGEP,Vehicle Maintenance and Repair Technologies,Transport truck drivers,1.61,/marketreport/summary-occupation/10552/ca,/10552/ca
College/CEGEP,Vehicle Maintenance and Repair Technologies,Retail salespersons,1.45,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Vehicle Maintenance and Repair Technologies,Non-commissioned ranks of the Canadian Armed Forces,1.45,/marketreport/summary-occupation/16505/ca,/16505/ca
College/CEGEP,Vehicle Maintenance and Repair Technologies,Other customer and information services representatives,1.21,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Mathematics and Statistics,,,,
Bachelor's degree,Mathematics and statistics,"Mathematicians, statisticians and actuaries",7.7,/marketreport/summary-occupation/5452/ca,/5452/ca
Bachelor's degree,Mathematics and statistics,Secondary school teachers,7.13,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,Mathematics and statistics,Computer programmers and interactive media developers,5.28,/marketreport/summary-occupation/22534/ca,/22534/ca
Bachelor's degree,Mathematics and statistics,Other financial officers,3.71,/marketreport/summary-occupation/194/ca,/194/ca
Bachelor's degree,Mathematics and statistics,Financial and investment analysts,3.42,/marketreport/summary-occupation/12421/ca,/12421/ca
Bachelor's degree,Mathematics and statistics,Professional occupations in business management consulting,3.14,/marketreport/summary-occupation/310/ca,/310/ca
Bachelor's degree,Mathematics and statistics,Financial auditors and accountants,2.85,/marketreport/summary-occupation/131/ca,/131/ca
Bachelor's degree,Mathematics and statistics,Information systems analysts and consultants,2.71,/marketreport/summary-occupation/22510/ca,/22510/ca
Bachelor's degree,Mathematics and statistics,Post-secondary teaching and research assistants,2.71,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Mathematics and statistics,Business development officers and marketing researchers and consultants,2.28,/marketreport/summary-occupation/3916/ca,/3916/ca
Master's degree,Mathematics and statistics,"Mathematicians, statisticians and actuaries",14.29,/marketreport/summary-occupation/5452/ca,/5452/ca
Master's degree,Mathematics and statistics,College and other vocational instructors,7.41,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Mathematics and statistics,Financial and investment analysts,6.88,/marketreport/summary-occupation/12421/ca,/12421/ca
Master's degree,Mathematics and statistics,Secondary school teachers,6.35,/marketreport/summary-occupation/15904/ca,/15904/ca
Master's degree,Mathematics and statistics,Economists and economic policy researchers and analysts,5.82,/marketreport/summary-occupation/15962/ca,/15962/ca
Master's degree,Mathematics and statistics,Computer programmers and interactive media developers,5.29,/marketreport/summary-occupation/22534/ca,/22534/ca
Master's degree,Mathematics and statistics,Information systems analysts and consultants,4.76,/marketreport/summary-occupation/22510/ca,/22510/ca
Master's degree,Mathematics and statistics,Post-secondary teaching and research assistants,4.76,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Mathematics and statistics,University professors and lecturers,2.65,/marketreport/summary-occupation/4707/ca,/4707/ca
Master's degree,Mathematics and statistics,Computer and information systems managers,2.12,/marketreport/summary-occupation/1433/ca,/1433/ca
College/CEGEP,Allied Health and Medical Assisting Services,Animal health technologists and veterinary technicians,25.95,/marketreport/summary-occupation/24858/ca,/24858/ca
College/CEGEP,Allied Health and Medical Assisting Services,Other medical technologists and technicians (except dental health),23.63,/marketreport/summary-occupation/4324/ca,/4324/ca
College/CEGEP,Allied Health and Medical Assisting Services,Paramedical occupations,4.84,/marketreport/summary-occupation/24525/ca,/24525/ca
College/CEGEP,Allied Health and Medical Assisting Services,Other technical occupations in therapy and assessment,4.0,/marketreport/summary-occupation/4430/ca,/4430/ca
College/CEGEP,Allied Health and Medical Assisting Services,Other assisting occupations in support of health services,2.81,/marketreport/summary-occupation/4565/ca,/4565/ca
College/CEGEP,Allied Health and Medical Assisting Services,Pet groomers and animal care workers,2.45,/marketreport/summary-occupation/14237/ca,/14237/ca
College/CEGEP,Allied Health and Medical Assisting Services,Medical laboratory technicians and pathologists' assistants,2.1,/marketreport/summary-occupation/4210/ca,/4210/ca
College/CEGEP,Allied Health and Medical Assisting Services,Retail salespersons,1.82,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Allied Health and Medical Assisting Services,Receptionists,1.68,/marketreport/summary-occupation/24391/ca,/24391/ca
College/CEGEP,Allied Health and Medical Assisting Services,"Nurse aides, orderlies and patient service associates",1.12,/marketreport/summary-occupation/15798/ca,/15798/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Paramedical occupations,30.0,/marketreport/summary-occupation/24525/ca,/24525/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Medical radiation technologists,24.93,/marketreport/summary-occupation/18254/ca,/18254/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions","Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",14.29,/marketreport/summary-occupation/22780/ca,/22780/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Medical sonographers,3.79,/marketreport/summary-occupation/4245/ca,/4245/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions","Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2.86,/marketreport/summary-occupation/24852/ca,/24852/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Firefighters,1.21,/marketreport/summary-occupation/6279/ca,/6279/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Other technical occupations in therapy and assessment,1.07,/marketreport/summary-occupation/4430/ca,/4430/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions","Nurse aides, orderlies and patient service associates",1.0,/marketreport/summary-occupation/15798/ca,/15798/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Medical laboratory technicians and pathologists' assistants,0.86,/marketreport/summary-occupation/4210/ca,/4210/ca
College/CEGEP,"Allied health diagnostic, intervention & treatment professions",Medical laboratory technologists,0.86,/marketreport/summary-occupation/4187/ca,/4187/ca
Bachelor's degree,Therapy and assessment programs,Physiotherapists,16.89,/marketreport/summary-occupation/18214/ca,/18214/ca
Bachelor's degree,Therapy and assessment programs,Other professional occupations in therapy and assessment,15.57,/marketreport/summary-occupation/22750/ca,/22750/ca
Bachelor's degree,Therapy and assessment programs,Medical radiation technologists,13.16,/marketreport/summary-occupation/18254/ca,/18254/ca
Bachelor's degree,Therapy and assessment programs,Occupational therapists,10.75,/marketreport/summary-occupation/4168/ca,/4168/ca
Bachelor's degree,Therapy and assessment programs,Medical sonographers,7.24,/marketreport/summary-occupation/4245/ca,/4245/ca
Bachelor's degree,Therapy and assessment programs,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",4.17,/marketreport/summary-occupation/22780/ca,/22780/ca
Bachelor's degree,Therapy and assessment programs,Paramedical occupations,2.85,/marketreport/summary-occupation/24525/ca,/24525/ca
Bachelor's degree,Therapy and assessment programs,Massage therapists,1.97,/marketreport/summary-occupation/24680/ca,/24680/ca
Bachelor's degree,Therapy and assessment programs,Other technical occupations in therapy and assessment,1.75,/marketreport/summary-occupation/4430/ca,/4430/ca
Bachelor's degree,Therapy and assessment programs,"Program leaders and instructors in recreation, sport and fitness",1.54,/marketreport/summary-occupation/21211/ca,/21211/ca
Master's degree,Therapy and assessment programs,Physiotherapists,33.11,/marketreport/summary-occupation/18214/ca,/18214/ca
Master's degree,Therapy and assessment programs,Audiologists and speech-language pathologists,28.79,/marketreport/summary-occupation/22740/ca,/22740/ca
Master's degree,Therapy and assessment programs,Occupational therapists,27.02,/marketreport/summary-occupation/4168/ca,/4168/ca
Master's degree,Therapy and assessment programs,Other professional occupations in therapy and assessment,0.89,/marketreport/summary-occupation/22750/ca,/22750/ca
Master's degree,Therapy and assessment programs,"Health policy researchers, consultants and program officers",0.78,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Therapy and assessment programs,Nursing co-ordinators and supervisors,0.66,/marketreport/summary-occupation/18220/ca,/18220/ca
Master's degree,Therapy and assessment programs,General practitioners and family physicians,0.55,/marketreport/summary-occupation/24433/ca,/24433/ca
Master's degree,Therapy and assessment programs,Social and community service workers,0.55,/marketreport/summary-occupation/5112/ca,/5112/ca
Master's degree,Therapy and assessment programs,University professors and lecturers,0.55,/marketreport/summary-occupation/4707/ca,/4707/ca
Master's degree,Therapy and assessment programs,Managers in health care,0.44,/marketreport/summary-occupation/1708/ca,/1708/ca
Bachelor's degree,History,Elementary school and kindergarten teachers,4.83,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,History,Retail salespersons,4.59,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,History,Secondary school teachers,4.29,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,History,Retail and wholesale trade managers,3.2,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,History,"Professional occupations in advertising, marketing and public relations",2.72,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,History,Other customer and information services representatives,2.48,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,History,Administrative officers,2.42,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,History,Commissioned officers of the Canadian Armed Forces,2.11,/marketreport/summary-occupation/27129/ca,/27129/ca
Bachelor's degree,History,Administrative assistants,1.87,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,History,Food and beverage servers,1.81,/marketreport/summary-occupation/6641/ca,/6641/ca
Master's degree,History,Secondary school teachers,6.46,/marketreport/summary-occupation/15904/ca,/15904/ca
Master's degree,History,College and other vocational instructors,4.42,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,History,Lawyers and Quebec notaries,4.42,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,History,Post-secondary teaching and research assistants,4.08,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,History,Elementary school and kindergarten teachers,4.08,/marketreport/summary-occupation/2204/ca,/2204/ca
Master's degree,History,"Social policy researchers, consultants and program officers",3.74,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,History,"Professional occupations in advertising, marketing and public relations",3.4,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,History,Administrative officers,3.06,/marketreport/summary-occupation/12462/ca,/12462/ca
Master's degree,History,Conservators and curators,2.38,/marketreport/summary-occupation/5281/ca,/5281/ca
Master's degree,History,Archivists,2.38,/marketreport/summary-occupation/16130/ca,/16130/ca
College/CEGEP,Social sciences,Retail salespersons,5.95,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Social sciences,Other customer and information services representatives,4.07,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Social sciences,Technical occupations in geomatics and meteorology,3.44,/marketreport/summary-occupation/3506/ca,/3506/ca
College/CEGEP,Social sciences,Police officers (except commissioned),2.97,/marketreport/summary-occupation/21249/ca,/21249/ca
College/CEGEP,Social sciences,Food and beverage servers,2.66,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Social sciences,Retail and wholesale trade managers,2.5,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,Social sciences,Security guards and related security service occupations,2.35,/marketreport/summary-occupation/25545/ca,/25545/ca
College/CEGEP,Social sciences,Social and community service workers,2.35,/marketreport/summary-occupation/5112/ca,/5112/ca
College/CEGEP,Social sciences,Land surveyors,2.19,/marketreport/summary-occupation/24419/ca,/24419/ca
College/CEGEP,Social sciences,Cashiers,2.03,/marketreport/summary-occupation/24143/ca,/24143/ca
Bachelor's degree,Political science and government,"Professional occupations in advertising, marketing and public relations",4.46,/marketreport/summary-occupation/24813/ca,/24813/ca
Bachelor's degree,Political science and government,Administrative officers,3.46,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Political science and government,Retail salespersons,3.1,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Political science and government,Other customer and information services representatives,2.87,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Political science and government,"Advertising, marketing and public relations managers",2.55,/marketreport/summary-occupation/12360/ca,/12360/ca
Bachelor's degree,Political science and government,Retail and wholesale trade managers,2.32,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Political science and government,Administrative assistants,2.28,/marketreport/summary-occupation/24789/ca,/24789/ca
Bachelor's degree,Political science and government,Executive assistants,2.0,/marketreport/summary-occupation/527/ca,/527/ca
Bachelor's degree,Political science and government,Other financial officers,1.87,/marketreport/summary-occupation/194/ca,/194/ca
Bachelor's degree,Political science and government,"Social policy researchers, consultants and program officers",1.87,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,Political science and government,"Social policy researchers, consultants and program officers",10.06,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,Political science and government,Lawyers and Quebec notaries,7.35,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,Political science and government,"Professional occupations in advertising, marketing and public relations",5.42,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,Political science and government,Post-secondary teaching and research assistants,4.45,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Political science and government,Program officers unique to government,3.48,/marketreport/summary-occupation/5047/ca,/5047/ca
Master's degree,Political science and government,Business development officers and marketing researchers and consultants,2.71,/marketreport/summary-occupation/3916/ca,/3916/ca
Master's degree,Political science and government,Economists and economic policy researchers and analysts,2.51,/marketreport/summary-occupation/15962/ca,/15962/ca
Master's degree,Political science and government,"Advertising, marketing and public relations managers",2.32,/marketreport/summary-occupation/12360/ca,/12360/ca
Master's degree,Political science and government,Administrative officers,2.32,/marketreport/summary-occupation/12462/ca,/12462/ca
Master's degree,Political science and government,Professional occupations in business management consulting,2.32,/marketreport/summary-occupation/310/ca,/310/ca
College/CEGEP,Sign language,"Translators, terminologists and interpreters",38.1,/marketreport/summary-occupation/24473/ca,/24473/ca
College/CEGEP,Sign language,Food and beverage servers,9.52,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Science technologies/technicians,Chemical technologists and technicians,19.32,/marketreport/summary-occupation/2974/ca,/2974/ca
College/CEGEP,Science technologies/technicians,Medical laboratory technicians and pathologists' assistants,13.53,/marketreport/summary-occupation/4210/ca,/4210/ca
College/CEGEP,Science technologies/technicians,Medical laboratory technologists,6.28,/marketreport/summary-occupation/4187/ca,/4187/ca
College/CEGEP,Science technologies/technicians,Other medical technologists and technicians (except dental health),3.38,/marketreport/summary-occupation/4324/ca,/4324/ca
College/CEGEP,Science technologies/technicians,"Central control and process operators, petroleum, gas and chemical processing",3.38,/marketreport/summary-occupation/20412/ca,/20412/ca
College/CEGEP,Science technologies/technicians,Retail salespersons,2.9,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Science technologies/technicians,Power engineers and power systems operators,2.42,/marketreport/summary-occupation/26794/ca,/26794/ca
College/CEGEP,Science technologies/technicians,Chemists,2.42,/marketreport/summary-occupation/20049/ca,/20049/ca
College/CEGEP,Science technologies/technicians,Cashiers,1.93,/marketreport/summary-occupation/24143/ca,/24143/ca
College/CEGEP,Science technologies/technicians,Retail and wholesale trade managers,1.93,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Chemistry,Chemical technologists and technicians,13.55,/marketreport/summary-occupation/2974/ca,/2974/ca
Bachelor's degree,Chemistry,Chemists,10.74,/marketreport/summary-occupation/20049/ca,/20049/ca
Bachelor's degree,Chemistry,Post-secondary teaching and research assistants,8.7,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Chemistry,Secondary school teachers,5.12,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,Chemistry,Commissioned officers of the Canadian Armed Forces,2.3,/marketreport/summary-occupation/27129/ca,/27129/ca
Bachelor's degree,Chemistry,Other customer and information services representatives,2.3,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Chemistry,Medical laboratory technicians and pathologists' assistants,1.53,/marketreport/summary-occupation/4210/ca,/4210/ca
Bachelor's degree,Chemistry,Retail salespersons,1.53,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Chemistry,Technical sales specialists - wholesale trade,1.53,/marketreport/summary-occupation/6156/ca,/6156/ca
Bachelor's degree,Chemistry,Other medical technologists and technicians (except dental health),1.53,/marketreport/summary-occupation/4324/ca,/4324/ca
Master's degree,Chemistry,Chemists,27.4,/marketreport/summary-occupation/20049/ca,/20049/ca
Master's degree,Chemistry,Post-secondary teaching and research assistants,10.27,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Chemistry,College and other vocational instructors,6.16,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Chemistry,Chemical technologists and technicians,5.48,/marketreport/summary-occupation/2974/ca,/2974/ca
Master's degree,Chemistry,Secondary school teachers,3.42,/marketreport/summary-occupation/15904/ca,/15904/ca
Master's degree,Chemistry,Biologists and related scientists,2.74,/marketreport/summary-occupation/2616/ca,/2616/ca
Master's degree,Chemistry,University professors and lecturers,2.74,/marketreport/summary-occupation/4707/ca,/4707/ca
Master's degree,Chemistry,"Natural and applied science policy researchers, consultants and program officers",2.05,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Chemistry,Technical sales specialists - wholesale trade,2.05,/marketreport/summary-occupation/6156/ca,/6156/ca
Master's degree,Chemistry,"Health policy researchers, consultants and program officers",2.05,/marketreport/summary-occupation/23040/ca,/23040/ca
College/CEGEP,Biological and biomedical science,Medical laboratory technologists,8.21,/marketreport/summary-occupation/4187/ca,/4187/ca
College/CEGEP,Biological and biomedical science,Chemical technologists and technicians,4.36,/marketreport/summary-occupation/2974/ca,/2974/ca
College/CEGEP,Biological and biomedical science,Medical laboratory technicians and pathologists' assistants,4.1,/marketreport/summary-occupation/4210/ca,/4210/ca
College/CEGEP,Biological and biomedical science,Retail salespersons,3.85,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Biological and biomedical science,Biological technologists and technicians,3.33,/marketreport/summary-occupation/3126/ca,/3126/ca
College/CEGEP,Biological and biomedical science,Post-secondary teaching and research assistants,2.82,/marketreport/summary-occupation/22848/ca,/22848/ca
College/CEGEP,Biological and biomedical science,Food and beverage servers,2.31,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Biological and biomedical science,Other customer and information services representatives,2.31,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Biological and biomedical science,"Food counter attendants, kitchen helpers and related support occupations",2.31,/marketreport/summary-occupation/17215/ca,/17215/ca
College/CEGEP,Biological and biomedical science,Retail and wholesale trade managers,2.05,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Biological and biomedical science,Post-secondary teaching and research assistants,5.64,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Biological and biomedical science,Biologists and related scientists,3.7,/marketreport/summary-occupation/2616/ca,/2616/ca
Bachelor's degree,Biological and biomedical science,Registered nurses and registered psychiatric nurses,3.07,/marketreport/summary-occupation/696/ca,/696/ca
Bachelor's degree,Biological and biomedical science,Medical laboratory technologists,2.95,/marketreport/summary-occupation/4187/ca,/4187/ca
Bachelor's degree,Biological and biomedical science,Retail salespersons,2.76,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Biological and biomedical science,Secondary school teachers,2.39,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,Biological and biomedical science,Chemical technologists and technicians,2.13,/marketreport/summary-occupation/2974/ca,/2974/ca
Bachelor's degree,Biological and biomedical science,Administrative officers,1.76,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Biological and biomedical science,Medical laboratory technicians and pathologists' assistants,1.71,/marketreport/summary-occupation/4210/ca,/4210/ca
Bachelor's degree,Biological and biomedical science,Other medical technologists and technicians (except dental health),1.57,/marketreport/summary-occupation/4324/ca,/4324/ca
Master's degree,Biological and biomedical science,Biologists and related scientists,15.18,/marketreport/summary-occupation/2616/ca,/2616/ca
Master's degree,Biological and biomedical science,Post-secondary teaching and research assistants,9.94,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Biological and biomedical science,General practitioners and family physicians,7.14,/marketreport/summary-occupation/24433/ca,/24433/ca
Master's degree,Biological and biomedical science,Specialist physicians,5.87,/marketreport/summary-occupation/3972/ca,/3972/ca
Master's degree,Biological and biomedical science,"Health policy researchers, consultants and program officers",4.43,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Biological and biomedical science,"Natural and applied science policy researchers, consultants and program officers",3.07,/marketreport/summary-occupation/3855/ca,/3855/ca
Master's degree,Biological and biomedical science,College and other vocational instructors,2.89,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Biological and biomedical science,Biological technologists and technicians,2.44,/marketreport/summary-occupation/3126/ca,/3126/ca
Master's degree,Biological and biomedical science,Chemists,2.26,/marketreport/summary-occupation/20049/ca,/20049/ca
Master's degree,Biological and biomedical science,Secondary school teachers,2.26,/marketreport/summary-occupation/15904/ca,/15904/ca
Bachelor's degree,Anthropology and archeology,Retail salespersons,4.47,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Anthropology and archeology,"Other professional occupations in social science, n.e.c.",4.29,/marketreport/summary-occupation/23085/ca,/23085/ca
Bachelor's degree,Anthropology and archeology,Post-secondary teaching and research assistants,3.22,/marketreport/summary-occupation/22848/ca,/22848/ca
Bachelor's degree,Anthropology and archeology,Food and beverage servers,3.22,/marketreport/summary-occupation/6641/ca,/6641/ca
Bachelor's degree,Anthropology and archeology,Retail and wholesale trade managers,2.86,/marketreport/summary-occupation/17600/ca,/17600/ca
Bachelor's degree,Anthropology and archeology,Administrative officers,2.86,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Anthropology and archeology,General office support workers,2.33,/marketreport/summary-occupation/12609/ca,/12609/ca
Bachelor's degree,Anthropology and archeology,Other customer and information services representatives,2.33,/marketreport/summary-occupation/15205/ca,/15205/ca
Bachelor's degree,Anthropology and archeology,Elementary school and kindergarten teachers,2.33,/marketreport/summary-occupation/2204/ca,/2204/ca
Bachelor's degree,Anthropology and archeology,"Professional occupations in advertising, marketing and public relations",2.15,/marketreport/summary-occupation/24813/ca,/24813/ca
Master's degree,Anthropology and archeology,Post-secondary teaching and research assistants,10.64,/marketreport/summary-occupation/22848/ca,/22848/ca
Master's degree,Anthropology and archeology,"Other professional occupations in social science, n.e.c.",10.64,/marketreport/summary-occupation/23085/ca,/23085/ca
Master's degree,Anthropology and archeology,Administrative officers,7.45,/marketreport/summary-occupation/12462/ca,/12462/ca
Master's degree,Anthropology and archeology,College and other vocational instructors,6.38,/marketreport/summary-occupation/22989/ca,/22989/ca
Master's degree,Anthropology and archeology,"Social policy researchers, consultants and program officers",6.38,/marketreport/summary-occupation/4908/ca,/4908/ca
Master's degree,Anthropology and archeology,Lawyers and Quebec notaries,4.26,/marketreport/summary-occupation/15837/ca,/15837/ca
Master's degree,Anthropology and archeology,"Health policy researchers, consultants and program officers",4.26,/marketreport/summary-occupation/23040/ca,/23040/ca
Master's degree,Anthropology and archeology,University professors and lecturers,3.19,/marketreport/summary-occupation/4707/ca,/4707/ca
Master's degree,Anthropology and archeology,General practitioners and family physicians,2.13,/marketreport/summary-occupation/24433/ca,/24433/ca
College/CEGEP,Marketing,Retail salespersons,7.54,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Marketing,Retail and wholesale trade managers,5.61,/marketreport/summary-occupation/17600/ca,/17600/ca
College/CEGEP,Marketing,Travel counsellors,4.85,/marketreport/summary-occupation/6300/ca,/6300/ca
College/CEGEP,Marketing,"Professional occupations in advertising, marketing and public relations",4.76,/marketreport/summary-occupation/24813/ca,/24813/ca
College/CEGEP,Marketing,Other customer and information services representatives,3.41,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Marketing,"Advertising, marketing and public relations managers",3.01,/marketreport/summary-occupation/12360/ca,/12360/ca
College/CEGEP,Marketing,Sales and account representatives - wholesale trade (non-technical),2.87,/marketreport/summary-occupation/23181/ca,/23181/ca
College/CEGEP,Marketing,Food and beverage servers,2.78,/marketreport/summary-occupation/6641/ca,/6641/ca
College/CEGEP,Marketing,Business development officers and marketing researchers and consultants,2.33,/marketreport/summary-occupation/3916/ca,/3916/ca
College/CEGEP,Marketing,Administrative assistants,2.2,/marketreport/summary-occupation/24789/ca,/24789/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Electronic service technicians (household and business equipment),21.67,/marketreport/summary-occupation/3296/ca,/3296/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Appliance servicers and repairers,11.67,/marketreport/summary-occupation/24751/ca,/24751/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Other repairers and servicers,8.33,/marketreport/summary-occupation/26183/ca,/26183/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Electrical mechanics,6.67,/marketreport/summary-occupation/7776/ca,/7776/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Electricians (except industrial and power system),5.0,/marketreport/summary-occupation/20678/ca,/20678/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Telecommunications line and cable workers,5.0,/marketreport/summary-occupation/16908/ca,/16908/ca
Other trades certificate or diploma,Electrical/Electronics Maintenance and Repair Technology,Telecommunications installation and repair workers,5.0,/marketreport/summary-occupation/21403/ca,/21403/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Electrical and electronics engineering technologists and technicians,17.18,/marketreport/summary-occupation/18010/ca,/18010/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Electronic service technicians (household and business equipment),8.59,/marketreport/summary-occupation/3296/ca,/3296/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Industrial electricians,7.98,/marketreport/summary-occupation/16887/ca,/16887/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Electrical mechanics,5.52,/marketreport/summary-occupation/7776/ca,/7776/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Industrial instrument technicians and mechanics,3.07,/marketreport/summary-occupation/22631/ca,/22631/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Appliance servicers and repairers,1.84,/marketreport/summary-occupation/24751/ca,/24751/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Drafting technologists and technicians,1.84,/marketreport/summary-occupation/3429/ca,/3429/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Retail salespersons,1.84,/marketreport/summary-occupation/20599/ca,/20599/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Other customer and information services representatives,1.84,/marketreport/summary-occupation/15205/ca,/15205/ca
College/CEGEP,Electrical/Electronics Maintenance and Repair Technology,Electricians (except industrial and power system),1.84,/marketreport/summary-occupation/20678/ca,/20678/ca
Bachelor's degree,Economics,Other financial officers,6.79,/marketreport/summary-occupation/194/ca,/194/ca
Bachelor's degree,Economics,Financial auditors and accountants,4.01,/marketreport/summary-occupation/131/ca,/131/ca
Bachelor's degree,Economics,Financial sales representatives,3.67,/marketreport/summary-occupation/24825/ca,/24825/ca
Bachelor's degree,Economics,Financial and investment analysts,3.45,/marketreport/summary-occupation/12421/ca,/12421/ca
Bachelor's degree,Economics,Retail salespersons,3.34,/marketreport/summary-occupation/20599/ca,/20599/ca
Bachelor's degree,Economics,Administrative officers,3.06,/marketreport/summary-occupation/12462/ca,/12462/ca
Bachelor's degree,Economics,Retail and wholesale trade managers,3.01,/marketreport/summary-occupation/17600/ca,/17600/ca
